pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index,strategies
116,2,53,6,1,3,6,1,1,11000,12000,15000,12,12,2,,2,3,6,8,8,0,0,8,8,10,4,,,3,3,1,4,3,2,4,4,4,1,1,2,2,3,1,4,2,4,4,2,3,4,2,2,3,5,1,3,3,4,3,1,1,2,1,2,2,1,1,7,2,8,8,8,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,8,9,2,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,3,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,3.5,[]
125,2,83,7,1,2,6,2,3,10000,10000,99999,1,,1,5,1,3,8,0,10,7,0,0,1,10,4,1,,6,4,3,0,4,4,1,3,5,5,1,1,3,4,1,1,1,5,3,1,1,3,1,1,3,2,1,4,2,3,4,1,1,4,1,1,1,1,1,7,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[2 4]
126,2,70,3,1,4,6,4,3,21000,21000,12000,12,12,12,10,,,0,0,0,4,0,0,12,1,4,,5,2,3,2,0,1,1,1,1,1,1,1,1,1,3,1,1,,4,5,5,1,1,4,1,2,4,1,1,5,3,1,1,2,3,3,,,4,1,7,8,8,7,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[5]
130,2,26,8,4,3,6,2,1,11000,10000,22000,2,3,3,6,2,2,0,10,10,0,0,8,3,10,4,2,,4,2,2,0,3,3,1,1,3,5,1,4,3,5,1,1,1,5,1,3,3,2,2,4,2,3,2,3,3,4,2,2,2,2,4,1,2,2,1,7,7,7,9,9,9,9,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,4,9,9,9,9,9,9,9,0,0,0,0,0,0,1,0,0,0,0,0,,3,4,4,5,1,2,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,5,[1 3]
131,1,47,8,4,2,6,2,2,22000,99999,11000,3,3,2,8,2,2,0,8,8,6,0,7,3,10,4,2,,4,4,2,0,3,3,1,1,3,5,1,4,3,5,1,1,1,5,1,3,3,3,2,4,2,3,2,3,4,3,2,2,2,2,4,1,2,2,2,5,9,9,9,9,9,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[1 3]
132,2,53,4,2,3,6,3,3,11000,10000,10000,6,2,2,5,6,3,5,5,2,0,5,0,2,10,4,,,5,4,1,5,5,3,1,3,1,2,1,,2,2,1,1,2,3,3,1,1,1,2,4,2,2,1,5,2,2,2,2,3,3,4,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,8,8,8,8,8,8,9,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,[3]
137,2,30,7,5,4,6,4,4,13000,,22000,1,,1,2,,,2,,0,,3,0,6,7,4,,,1,3,1,4,4,3,,,3,,2,1,2,2,3,4,,3,4,1,2,3,2,2,3,3,2,4,1,3,3,2,2,3,4,,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,8,8,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,2.5,[5]
139,2,73,7,4,3,6,2,1,12000,21000,22000,12,12,12,5,2,1,0,10,0,0,0,,2,10,4,2,,6,4,1,5,1,1,4,5,3,5,1,,1,5,1,1,1,5,1,4,1,5,1,4,3,5,2,3,5,5,1,2,2,,3,1,4,2,1,7,7,8,7,3,8,8,8,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,8,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[2]
142,2,70,6,5,2,6,3,3,11000,11000,20000,1,12,6,5,1,2,9,4,0,0,0,0,1,9,4,1,,6,2,1,5,3,1,2,1,3,2,2,,1,4,1,3,,4,5,5,2,4,1,2,3,4,2,2,5,4,2,3,3,4,3,,4,2,3,7,2,7,8,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[1 2 5]
145,2,30,13,4,2,6,2,2,13000,13000,12000,6,6,12,2,6,2,9,1,0,0,10,0,6,10,4,6,,5,6,1,7,5,2,2,2,2,1,3,1,1,1,4,5,1,3,5,5,5,3,3,2,2,3,2,4,3,4,2,2,1,3,4,1,3,2,2,1,5,3,9,4,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,9,9,8,7,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,3,4,4,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,1.5,[1 2 3]
147,2,66,6,5,2,6,1,1,11000,11000,13000,1,1,1,3,1,2,10,5,0,0,5,1,1,10,4,1,,4,2,1,5,2,1,2,4,2,1,3,1,2,1,3,3,2,3,4,2,2,3,1,2,3,4,1,4,4,4,2,2,2,2,3,2,2,3,2,5,2,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,7,3,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,3,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,[2 3]
149,1,33,9,1,2,6,3,2,11000,11000,99999,9,1,10,5,,,0,0,3,3,3,10,1,10,4,10,,5,6,2,0,5,1,3,5,3,1,1,5,1,5,1,1,3,5,5,5,5,3,3,3,2,1,2,1,3,3,2,1,1,2,4,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,8,9,8,7,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,2,5,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,,,,5,[1 3]
151,1,48,6,5,2,6,2,2,10000,20000,18000,3,6,1,6,,,6,3,6,3,6,3,6,6,4,,,7,5,1,5,1,2,1,4,5,1,3,1,2,2,3,3,2,2,4,5,2,3,2,2,4,4,2,1,5,3,3,4,2,2,3,2,4,2,3,4,2,4,1,9,9,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,8,8,8,3,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,5,3,4,5,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,1,2,3,[1 3]
154,2,49,7,3,3,6,3,3,12000,12000,11000,12,12,12,5,,,5,2,5,2,2,2,3,5,4,,,6,5,,,1,2,2,3,4,3,2,2,2,3,1,2,2,4,5,5,1,4,2,3,4,4,2,3,4,4,3,2,2,2,3,2,3,3,2,3,9,9,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,5,5,4,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,4.5,[]
155,1,26,7,4,3,6,3,3,10000,12000,12000,12,1,1,3,1,2,10,4,0,0,8,,1,8,4,1,,4,3,3,3,4,1,1,2,2,,2,2,2,2,4,4,2,1,4,4,3,3,2,4,3,3,2,3,3,3,3,3,2,2,3,2,4,2,2,2,4,2,3,8,1,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,4,8,7,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,[1 2 3 5]
159,2,80,3,1,3,6,1,2,21000,11000,21000,2,2,2,8,2,1,0,10,0,0,0,0,2,10,4,2,,4,4,3,5,3,2,2,3,,5,3,4,2,4,2,3,1,4,1,5,5,4,1,2,4,5,1,2,4,5,3,3,2,4,4,1,1,1,1,6,3,8,8,9,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,8,8,8,8,8,8,8,0,0,1,0,0,0,0,0,0,0,0,0,1,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,[1 2 3]
160,2,57,7,4,2,6,3,2,22000,22000,20000,3,3,3,9,3,2,0,0,10,0,0,0,3,10,4,3,,3,4,2,0,3,1,1,3,2,3,3,2,1,4,1,1,4,5,5,4,2,2,3,3,1,2,1,3,3,5,2,4,3,4,4,4,3,3,3,4,9,2,3,8,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,8,8,7,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,4,2,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,,,,5,[2 3]
163,1,71,7,1,3,7,2,3,11000,11000,10000,2,2,2,6,2,2,0,9,0,5,6,1,2,8,4,2,,5,5,1,3,2,4,4,5,3,3,2,,2,3,3,3,2,4,4,3,2,3,2,3,3,5,2,2,4,3,2,2,3,2,4,2,2,3,4,6,3,2,9,2,2,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,8,9,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[1 2 3]
167,1,36,13,5,2,7,3,3,14000,10000,21000,3,1,3,4,9,3,7,7,6,7,2,9,1,8,4,9,,5,6,3,5,3,2,3,4,4,1,1,,3,2,1,4,3,4,3,4,3,2,4,3,4,2,2,2,3,3,3,4,3,4,4,3,4,3,2,5,7,8,8,8,9,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,,,,3.5,[1 3]
168,2,48,2,5,4,7,4,2,10000,10000,,12,1,,5,,,,,,,,,1,,4,,,,3,1,,,3,2,,3,3,1,,3,3,3,3,1,4,2,4,1,,,,,5,,,1,,,4,4,4,4,1,4,3,1,7,2,8,2,1,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,1,0,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[3]
169,2,49,7,1,2,7,4,3,,13000,,,2,,,,,,,,,,,2,10,4,,,0,5,,,,2,2,3,2,3,1,3,,4,1,1,2,5,3,2,2,3,2,2,4,5,2,4,5,3,3,3,4,4,4,2,4,3,3,3,2,9,9,9,9,9,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,9,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[3]
170,1,66,3,1,2,7,3,1,10000,12000,99999,12,3,12,,12,,3,8,7,3,2,5,2,10,4,2,,4,2,3,3,5,2,1,5,4,5,1,,2,5,1,1,,5,2,3,2,2,3,2,2,5,1,2,5,3,2,1,4,4,3,,3,3,2,6,3,7,8,8,8,8,8,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,7,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[]
173,1,70,8,5,2,7,2,2,10000,21000,12000,3,6,3,9,3,1,0,6,10,5,0,6,9,10,4,3,,4,3,2,0,2,1,1,1,3,5,1,5,4,5,1,1,1,1,1,3,2,5,1,3,1,3,2,5,4,5,2,2,1,1,2,1,1,2,2,2,3,8,8,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,2,2,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,5,[]
174,1,49,7,4,3,7,2,3,22000,21000,10000,3,6,3,10,3,1,0,5,10,0,0,6,9,10,4,3,,4,4,2,0,3,1,1,1,3,5,1,5,4,5,1,1,1,5,1,3,3,4,1,4,2,3,2,4,4,4,2,1,1,2,2,1,1,2,2,2,4,2,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,,,,5,[]
177,1,36,12,5,2,7,3,2,11000,10000,10000,1,1,9,5,,,8,4,6,6,1,8,1,7,4,9,,7,6,3,3,3,3,3,4,4,1,1,4,3,2,2,3,4,4,3,2,1,1,4,4,4,3,2,1,3,3,3,4,3,3,4,4,4,3,2,3,4,8,8,8,8,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,3,9,8,8,9,9,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,5,5,3,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,3.5,[3]
180,2,35,7,1,2,7,3,3,11000,11000,99999,2,6,2,5,2,2,1,7,5,1,5,1,3,5,4,2,,2,1,3,3,5,1,3,4,4,2,3,2,3,2,1,4,4,4,3,2,2,2,2,2,4,4,1,1,4,2,4,3,3,3,3,4,4,4,3,1,8,1,8,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,8,1,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,2,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,,,,3.5,[5]
181,2,51,4,5,3,7,3,3,,,,,,,,,,6,6,7,3,6,0,3,,4,,,2,1,3,1,4,3,2,3,4,5,1,,1,5,1,1,3,5,3,1,1,3,3,3,3,2,2,1,3,4,5,3,2,3,4,3,3,3,2,1,8,8,8,8,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,5,[1 5]
187,2,76,4,4,2,7,2,2,10000,10000,10000,3,12,1,3,7,3,3,1,6,0,1,0,3,10,4,7,,5,3,2,0,5,2,2,4,5,2,2,5,3,5,1,2,1,5,5,5,4,5,2,5,3,5,1,3,3,3,2,2,3,4,3,1,4,3,2,3,9,3,9,8,9,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,5,5,3,2,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,4.5,[]
188,2,52,7,2,2,7,2,2,10000,10000,11000,12,1,12,5,,,7,2,5,4,0,5,1,2,4,,1,7,6,2,0,2,2,3,4,5,2,3,3,2,5,1,1,4,5,4,4,5,5,1,4,5,5,1,2,5,5,3,3,2,2,4,4,4,2,2,2,1,3,9,2,2,9,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,,,,5,[3]
191,2,24,9,4,2,7,2,2,13000,12000,22000,,8,6,3,2,3,6,8,0,5,8,,8,10,4,,,7,6,1,4,3,4,4,2,3,1,5,3,1,2,4,5,2,2,4,4,5,4,3,1,4,4,2,3,3,3,2,2,3,2,4,2,2,3,1,4,9,2,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,9,9,9,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,2,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,1.5,[1 3]
194,2,68,8,5,2,7,3,2,11000,,11000,7,,6,1,6,3,,,,,6,,9,9,4,,,6,2,,2,5,1,3,3,,1,4,,1,3,3,2,,4,5,5,,2,3,3,4,4,2,2,4,4,2,,3,4,4,,,3,2,3,9,3,8,8,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,8,1,4,8,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,4,5,2,3,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,3.5,[]
199,1,73,3,1,2,8,2,1,11000,10000,12000,1,1,1,2,1,1,10,1,1,1,1,1,1,10,4,1,,5,4,1,5,5,1,2,3,2,5,1,4,1,3,2,4,,4,4,2,2,4,2,2,3,4,1,2,5,4,3,1,1,1,2,,,2,1,5,5,8,8,8,8,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,8,1,8,7,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[1 2 3]
206,1,64,7,2,2,8,2,1,22000,99999,14000,1,2,2,6,1,2,8,5,3,2,3,1,1,5,4,2,,6,4,2,1,1,1,2,2,1,4,1,1,2,4,1,1,1,4,4,3,3,2,2,2,3,5,2,3,3,4,2,1,2,2,2,1,3,1,1,7,8,7,9,8,8,8,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7,9,9,9,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,[2]
207,2,63,4,1,2,8,1,1,13000,13000,77777,6,6,6,3,6,2,5,7,0,0,10,5,6,10,4,6,,6,6,1,6,4,1,2,4,4,2,4,1,1,1,4,5,1,3,5,5,2,4,1,1,4,4,2,2,5,2,2,2,3,4,4,1,2,2,1,7,7,3,8,5,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,8,2,8,8,9,9,7,0,0,0,0,0,0,0,0,0,1,0,0,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1.5,[1 2 3]
208,2,63,7,5,2,8,3,3,11000,,11000,1,,,3,1,3,7,5,3,5,1,,1,3,4,,1,3,3,3,3,4,2,3,2,5,2,1,4,1,2,1,3,3,4,5,5,4,4,2,2,4,4,1,2,4,4,3,3,3,,3,3,3,3,4,5,8,8,3,8,2,8,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,8,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[2 1 5]
211,2,37,7,1,4,8,3,3,13000,12000,10000,2,6,1,5,,,,,,,,,6,0,4,,1,3,1,3,6,3,1,3,1,1,1,2,1,2,3,3,3,2,4,4,4,2,5,3,2,2,5,1,3,5,2,3,2,2,2,4,2,2,2,3,3,3,3,6,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,8,8,8,4,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,2,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,1,2,3,[3 5]
212,1,59,4,1,2,8,2,2,10000,10000,10000,2,1,1,5,2,2,5,4,6,5,4,4,1,7,4,2,,4,6,1,6,3,2,2,1,2,1,2,2,2,1,2,2,3,2,2,3,2,2,2,1,1,3,2,2,3,2,2,2,2,2,1,3,2,1,2,5,3,1,1,1,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[1 3]
216,1,57,7,5,3,8,1,1,12000,17000,22000,2,12,9,5,3,3,2,7,10,6,1,9,3,10,4,3,,7,5,2,2,2,3,3,5,5,1,1,4,2,4,1,3,3,5,3,1,3,5,2,1,3,2,2,2,5,5,3,1,2,,2,3,3,2,1,4,3,3,8,2,5,7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,3,9,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,4,5,1,5,5,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,,,,4,[2 4]
226,1,50,4,2,3,8,2,2,11000,13000,17000,1,6,12,5,1,3,6,0,2,0,0,,6,10,4,1,,6,6,2,0,3,2,3,5,5,2,3,4,2,5,1,1,2,4,5,5,5,2,3,4,5,4,2,3,2,3,3,4,2,2,4,2,2,3,2,7,7,5,5,5,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,8,8,8,8,5,5,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,4,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,,,,5,[3]
227,2,55,6,5,2,8,3,3,22000,,11000,12,,1,,1,2,10,5,3,0,4,10,1,10,4,,,2,4,3,2,2,2,3,1,5,2,2,,3,4,1,3,2,4,4,4,3,4,2,2,3,3,2,2,4,4,3,3,3,,4,2,3,3,4,8,1,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,8,8,5,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[2]
228,1,67,10,2,2,8,1,3,11000,10000,17000,1,1,1,3,1,1,9,5,2,2,8,2,1,10,4,1,,4,5,3,4,4,2,2,4,3,3,3,4,3,2,2,3,1,3,4,3,2,4,1,3,4,3,2,2,4,3,3,2,2,2,3,1,3,2,2,8,8,8,8,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,7,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,4,5,4,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,3.5,[1 2 3]
237,2,50,7,2,2,8,4,2,10000,19000,11000,3,1,1,5,,,5,5,7,2,4,3,1,3,4,,3,3,5,1,5,5,2,2,3,5,5,3,5,4,2,4,5,3,5,5,3,2,3,4,4,4,4,2,3,4,4,2,3,3,3,4,3,4,3,1,7,7,8,8,8,8,8,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,9,8,1,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1.5,[1 3]
238,2,53,7,1,3,9,2,3,11000,11000,11000,3,12,3,7,3,2,2,7,8,4,1,4,3,10,4,3,,5,3,3,4,1,4,4,4,4,2,1,5,3,3,2,4,3,3,4,3,2,3,2,2,3,3,2,2,2,4,3,3,3,3,3,3,3,2,4,1,9,3,1,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,2,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,[2]
239,1,62,3,1,3,9,2,2,10000,10000,20000,2,2,2,6,2,2,4,8,2,2,0,4,2,0,4,,2,5,4,3,3,3,2,3,4,3,4,1,2,1,4,2,2,2,4,2,2,3,4,2,2,3,4,2,2,4,2,3,3,2,2,3,2,3,2,1,9,7,9,9,8,8,2,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,[2 3]
