2203
idno,freehms,gincdif,lrscale,impcntr,euftf,group
14818,0.5,0.5,-0.8,0.33333333333333337,0.8,2
14823,1,-0.5,0,0.33333333333333337,0,2
14834,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,5
14844,0.5,1,0,0.33333333333333337,0,4
14871,0.5,0.5,-0.8,0.33333333333333337,0.6000000000000001,5
14876,1,-1,0,0.33333333333333337,-0.19999999999999996,5
14895,1,1,0.19999999999999996,-1,-1,1
14915,-1,1,0,-0.33333333333333326,0,6
14917,1,0.5,0,1,0.6000000000000001,2
15016,0.5,-0,0,0.33333333333333337,0,3
15067,0.5,-0.5,0.6000000000000001,-1,-1,6
15151,0.5,0.5,-0.8,-0.33333333333333326,0,5
15217,0.5,0.5,-0.4,0.33333333333333337,0.3999999999999999,3
15239,1,0.5,0,0.33333333333333337,0.3999999999999999,6
15254,1,1,-0.6,0.33333333333333337,0,1
15266,1,1,-0.19999999999999996,0.33333333333333337,0.8,4
15281,1,1,0.6000000000000001,1,-1,1
15318,1,1,0,0.33333333333333337,-0.4,2
15340,1,0.5,0,0.33333333333333337,0.3999999999999999,1
15397,0.5,-0,0.19999999999999996,0.33333333333333337,0,4
15415,0.5,0.5,0,0.33333333333333337,0.6000000000000001,5
15427,1,0.5,-0.6,0.33333333333333337,0.6000000000000001,1
15432,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,5
15448,1,1,-0.19999999999999996,1,0.19999999999999996,5
15474,0.5,0.5,0.19999999999999996,-0.33333333333333326,-0.19999999999999996,5
15477,1,1,-1,1,0.8,1
15531,1,-0,0,0.33333333333333337,0.6000000000000001,1
15551,1,1,-0.6,0.33333333333333337,0.6000000000000001,2
15633,0.5,-0,-0.4,1,0.6000000000000001,2
15652,1,1,-0.4,1,1,1
15671,1,-0,-0.19999999999999996,0.33333333333333337,1,2
15700,0.5,1,0.3999999999999999,-0.33333333333333326,-0.6,4
15716,0.5,0.5,0,0.33333333333333337,0.6000000000000001,5
15728,1,1,0,0.33333333333333337,0.6000000000000001,2
15730,1,-1,0.3999999999999999,0.33333333333333337,-0.4,5
15763,1,1,0.19999999999999996,-1,1,5
15790,-0.5,-0,0,1,0.3999999999999999,5
15799,1,1,-0.4,-0.33333333333333326,0.6000000000000001,2
15816,0.5,0.5,0,-0.33333333333333326,0,5
15839,1,0.5,-0.6,1,0.3999999999999999,6
15860,0.5,0.5,-0.4,0.33333333333333337,1,2
15879,1,-0,0,0.33333333333333337,0.8,6
15914,0.5,-0.5,0.3999999999999999,0.33333333333333337,0.6000000000000001,6
15938,1,0.5,-0.6,0.33333333333333337,-0.4,1
15942,1,0.5,0,0.33333333333333337,0.6000000000000001,5
15990,0.5,-0,0,0.33333333333333337,0.6000000000000001,6
16033,-0.5,-0,0.6000000000000001,-0.33333333333333326,0.19999999999999996,6
16057,-0,-0.5,0,0.33333333333333337,0.3999999999999999,1
16092,1,1,0,-0.33333333333333326,0,2
16099,0.5,0.5,0.3999999999999999,-0.33333333333333326,-0.4,4
16117,-0,1,0,0.33333333333333337,0.6000000000000001,5
16146,0.5,1,0,0.33333333333333337,0.3999999999999999,1
16174,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,2
16259,0.5,0.5,-0.4,1,0,2
16338,0.5,0.5,0,0.33333333333333337,0.3999999999999999,5
16368,0.5,0.5,0.19999999999999996,-0.33333333333333326,0,1
16405,1,1,-0.4,1,0.3999999999999999,3
16406,0.5,0.5,0.19999999999999996,-0.33333333333333326,0.19999999999999996,5
16467,1,1,0,-0.33333333333333326,0.6000000000000001,2
16480,1,-0.5,-0.4,1,-0.4,1
16501,1,0.5,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,1
16599,1,1,-0.19999999999999996,1,0.8,5
16662,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,6
16687,0.5,0.5,-0.19999999999999996,1,0.3999999999999999,2
16693,1,1,-0.4,0.33333333333333337,0.6000000000000001,1
16706,0.5,-0.5,0.19999999999999996,1,1,6
16709,-0.5,-0,0,0.33333333333333337,0.8,2
16724,1,-1,0,-0.33333333333333326,-0.4,6
16743,-0,-0,-0.4,-0.33333333333333326,0.6000000000000001,5
16745,0.5,0.5,-1,-1,0.3999999999999999,5
16785,-0.5,1,-0.4,-1,-0.6,3
16818,1,0.5,-0.4,1,0.3999999999999999,2
16836,1,0.5,-0.6,0.33333333333333337,0.3999999999999999,1
16857,1,0.5,-0.19999999999999996,1,0.6000000000000001,2
16940,1,1,-1,0.33333333333333337,1,6
16969,-0,0.5,0,1,-0.19999999999999996,2
16973,1,0.5,0,0.33333333333333337,0.8,3
16994,1,0.5,-0.19999999999999996,1,0.6000000000000001,2
17000,1,1,-0.19999999999999996,0.33333333333333337,0.6000000000000001,2
17029,1,-0,0.6000000000000001,0.33333333333333337,0,1
17042,0.5,0.5,0,0.33333333333333337,0.3999999999999999,5
17058,0.5,-0,0.19999999999999996,0.33333333333333337,-0.4,3
17060,0.5,-0.5,0.6000000000000001,-0.33333333333333326,-0.4,5
17076,0.5,0.5,0,1,-0.19999999999999996,2
17132,1,0.5,0,-0.33333333333333326,0,2
17155,0.5,1,1,1,1,2
17162,0.5,-1,-1,-0.33333333333333326,0,2
17169,0.5,-0.5,-0.19999999999999996,1,0.3999999999999999,6
17267,0.5,0.5,0,-0.33333333333333326,1,1
17271,0.5,0.5,0,-1,-1,3
17281,-0,-1,0.19999999999999996,-0.33333333333333326,0.6000000000000001,3
17327,0.5,-0.5,0,0.33333333333333337,-0.4,3
17371,1,-0,-0.4,0.33333333333333337,0.8,3
17487,0.5,1,-0.4,-0.33333333333333326,-0.4,6
17509,1,0.5,-1,1,0.19999999999999996,4
17516,0.5,0.5,0,-0.33333333333333326,-0.4,2
17525,0.5,-0.5,0.19999999999999996,-0.33333333333333326,0.8,1
17582,1,0.5,-0.6,1,0.3999999999999999,1
17619,1,1,-0.19999999999999996,0.33333333333333337,1,6
17632,0.5,0.5,-0.6,1,0.6000000000000001,3
17757,0.5,1,0.6000000000000001,-0.33333333333333326,0.3999999999999999,3
17796,1,0.5,0,0.33333333333333337,0,3
17803,1,0.5,1,1,1,5
17806,-0,0.5,0,-0.33333333333333326,-0.19999999999999996,1
17817,1,-0.5,-0.4,0.33333333333333337,0.6000000000000001,2
17880,0.5,0.5,-0.4,1,0.8,3
17937,-0.5,0.5,0.6000000000000001,-0.33333333333333326,-0.19999999999999996,6
17954,1,0.5,0.19999999999999996,-0.33333333333333326,0.8,4
18012,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,3
18046,0.5,-0.5,0,0.33333333333333337,-0.19999999999999996,5
18060,1,0.5,0,0.33333333333333337,0,6
18087,0.5,0.5,0,1,0.6000000000000001,3
18097,1,1,-0.8,0.33333333333333337,-1,3
18149,-1,1,0,-1,0.6000000000000001,3
18180,1,0.5,-0.4,0.33333333333333337,-1,2
18254,0.5,1,0,-1,-0.19999999999999996,2
18260,1,0.5,-0.8,0.33333333333333337,0.6000000000000001,3
18351,1,1,-0.6,1,1,1
18406,1,1,0,0.33333333333333337,0.19999999999999996,6
18419,-0,1,-0.4,1,-1,6
18424,0.5,0.5,0,1,0,2
18434,1,1,0,0.33333333333333337,1,2
18513,1,0.5,0.19999999999999996,-0.33333333333333326,-0.4,3
18514,1,0.5,-0.19999999999999996,1,0.8,1
18520,1,0.5,0,0.33333333333333337,1,4
18521,0.5,0.5,0,0.33333333333333337,-0.19999999999999996,6
18549,-0,-0.5,0.6000000000000001,0.33333333333333337,-0.4,2
18590,1,1,0,-0.33333333333333326,-0.6,6
18626,0.5,0.5,-0.6,1,0,2
18654,0.5,0.5,-1,0.33333333333333337,0.8,3
18664,0.5,0.5,0.6000000000000001,0.33333333333333337,-0.19999999999999996,2
18700,-0.5,0.5,0,0.33333333333333337,-1,1
18748,1,1,0,0.33333333333333337,0.6000000000000001,3
18772,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,1
18814,1,0.5,-0.4,0.33333333333333337,-1,2
18846,1,0.5,-0.4,1,0.6000000000000001,6
18850,-0.5,0.5,0.3999999999999999,0.33333333333333337,-0.4,3
18860,1,0.5,0,0.33333333333333337,0.3999999999999999,4
18862,0.5,0.5,0,0.33333333333333337,0.19999999999999996,2
18869,0.5,-0,-0.6,0.33333333333333337,0,2
18882,0.5,-0,-0.19999999999999996,0.33333333333333337,1,6
18920,0.5,1,0,-0.33333333333333326,-0.4,5
18971,1,0.5,0,0.33333333333333337,-1,2
19082,0.5,0.5,1,1,1,2
19098,0.5,-0,0,0.33333333333333337,0.3999999999999999,3
19117,1,0.5,0.19999999999999996,-0.33333333333333326,0.19999999999999996,2
19132,0.5,0.5,-0.19999999999999996,-0.33333333333333326,0.8,6
19148,0.5,0.5,-0.4,-0.33333333333333326,1,2
19150,0.5,1,-1,-0.33333333333333326,1,5
19181,1,1,0,0.33333333333333337,0,5
19220,1,1,-0.6,0.33333333333333337,0,2
19235,1,1,0,-0.33333333333333326,0,4
19257,1,0.5,0,0.33333333333333337,0.3999999999999999,2
19264,0.5,0.5,0.19999999999999996,1,0.6000000000000001,6
19294,1,-0,-0.19999999999999996,1,0.19999999999999996,6
19315,0.5,1,-0.4,0.33333333333333337,0,6
19350,1,1,0,0.33333333333333337,0,2
19378,0.5,-0.5,-0.4,1,1,1
19426,0.5,-0,0,-0.33333333333333326,0.19999999999999996,1
19477,1,-0.5,0.6000000000000001,0.33333333333333337,-0.4,6
19496,0.5,0.5,-0.4,0.33333333333333337,0,3
19507,1,0.5,-0.4,0.33333333333333337,0.8,4
19529,1,0.5,-0.4,-0.33333333333333326,1,2
19563,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,2
19627,1,0.5,-1,-0.33333333333333326,0,2
19646,0.5,0.5,-0.19999999999999996,0.33333333333333337,0,6
19688,1,0.5,0.3999999999999999,-0.33333333333333326,-0.4,2
19693,0.5,0.5,-1,-0.33333333333333326,0.3999999999999999,3
19723,1,0.5,-0.19999999999999996,1,0.8,2
19744,0.5,0.5,0,0.33333333333333337,0.6000000000000001,1
19909,1,1,-0.4,0.33333333333333337,0.6000000000000001,1
19937,1,0.5,0,0.33333333333333337,-0.4,1
19983,1,0.5,0,0.33333333333333337,0.8,2
20001,1,-0.5,0,1,1,2
20016,0.5,0.5,-0.4,0.33333333333333337,0.8,1
20040,0.5,-0,0,-0.33333333333333326,-0.4,3
20059,1,0.5,0,0.33333333333333337,1,6
20106,0.5,0.5,-0.19999999999999996,0.33333333333333337,1,4
20148,1,0.5,0,0.33333333333333337,0.8,5
20158,1,0.5,-0.4,0.33333333333333337,0.3999999999999999,2
20179,0.5,0.5,0,0.33333333333333337,-0.6,6
20238,0.5,1,0,0.33333333333333337,0.3999999999999999,5
20242,1,1,-1,1,0.6000000000000001,1
20273,0.5,0.5,0.19999999999999996,1,0.3999999999999999,6
20287,0.5,0.5,0,-0.33333333333333326,0,6
20316,-1,1,-1,1,0,5
20401,1,0.5,0,0.33333333333333337,-0.19999999999999996,6
20455,-0,0.5,-0.19999999999999996,-0.33333333333333326,-1,1
20478,0.5,0.5,-0.19999999999999996,-0.33333333333333326,-0.4,2
20488,1,0.5,-0.19999999999999996,-0.33333333333333326,0.6000000000000001,3
20546,1,1,0,1,0.3999999999999999,6
20599,0.5,0.5,0,0.33333333333333337,0.3999999999999999,2
20669,1,1,-0.19999999999999996,1,0.6000000000000001,2
20691,0.5,0.5,-0.4,1,0.8,1
20706,0.5,0.5,-0.19999999999999996,-0.33333333333333326,0,6
20739,1,1,0,-0.33333333333333326,0,2
20753,1,-0,-0.4,0.33333333333333337,1,2
20763,1,0.5,0,0.33333333333333337,0,2
20845,0.5,1,-0.4,0.33333333333333337,0.19999999999999996,5
20889,1,0.5,0,1,0.3999999999999999,3
20915,1,0.5,0.3999999999999999,0.33333333333333337,1,5
20918,1,0.5,0.19999999999999996,0.33333333333333337,0.6000000000000001,2
20951,1,0.5,0,0.33333333333333337,-0.19999999999999996,5
21012,1,1,0,0.33333333333333337,0.8,5
21093,1,-0.5,0.19999999999999996,0.33333333333333337,1,2
21177,0.5,0.5,-0.4,0.33333333333333337,0,5
21265,1,-0.5,0.3999999999999999,0.33333333333333337,0.6000000000000001,2
21302,1,1,-0.4,1,0.8,2
21323,1,1,0,1,0,2
21325,1,-0,0,0.33333333333333337,1,2
21368,1,1,0,-1,0,5
21377,0.5,-0,0,-0.33333333333333326,0.6000000000000001,2
21380,-0,1,0,-1,-0.19999999999999996,6
21429,1,0.5,-0.19999999999999996,0.33333333333333337,1,5
21430,0.5,0.5,0,1,0.19999999999999996,2
21499,1,-0,-1,1,-0.4,2
21581,1,1,0.6000000000000001,0.33333333333333337,0.3999999999999999,5
21603,0.5,1,0,-1,-0.4,2
21619,0.5,0.5,0.3999999999999999,1,0.3999999999999999,6
21629,0.5,-0.5,0,0.33333333333333337,0.3999999999999999,3
21631,-1,1,0,-0.33333333333333326,1,2
21639,0.5,0.5,0,-0.33333333333333326,-0.4,5
21642,-0.5,-0,1,-0.33333333333333326,0.19999999999999996,2
21681,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,5
21687,0.5,-0,0,-0.33333333333333326,0,3
21727,1,1,-0.6,0.33333333333333337,1,6
21735,1,0.5,0.6000000000000001,0.33333333333333337,0.8,2
21804,-0.5,0.5,-0.4,-1,-0.4,5
21828,0.5,-0,0.3999999999999999,-0.33333333333333326,-0.4,6
21854,1,0.5,-0.6,1,0.3999999999999999,6
21861,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,3
21980,-0,1,0,-0.33333333333333326,0.6000000000000001,2
22052,0.5,1,0,-0.33333333333333326,1,6
22263,1,-0,0.19999999999999996,0.33333333333333337,1,1
22271,0.5,-0.5,0.19999999999999996,-1,-1,1
22283,0.5,1,0.6000000000000001,-0.33333333333333326,0.8,6
22356,1,1,0,-0.33333333333333326,0,1
22367,-0,0.5,0,0.33333333333333337,0.6000000000000001,3
22380,1,1,-0.4,0.33333333333333337,-0.19999999999999996,6
22403,0.5,-0,-1,0.33333333333333337,0,6
22406,-1,-0.5,0,-0.33333333333333326,-0.4,2
22413,1,-0.5,0,-0.33333333333333326,0.3999999999999999,2
22414,0.5,1,-0.4,0.33333333333333337,0.3999999999999999,6
22416,1,1,0,0.33333333333333337,0,3
22435,0.5,0.5,0.6000000000000001,0.33333333333333337,0.6000000000000001,6
22457,1,1,0.19999999999999996,-1,-1,5
22508,0.5,0.5,0,0.33333333333333337,0.19999999999999996,2
22543,0.5,0.5,-0.4,1,1,6
22596,0.5,0.5,0,0.33333333333333337,0.3999999999999999,6
22598,1,1,0,-0.33333333333333326,0,2
22650,1,-0,0,-1,-1,1
22714,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,3
22715,1,0.5,0,0.33333333333333337,-0.8,1
22719,1,1,0,0.33333333333333337,0,3
22743,1,0.5,0,0.33333333333333337,0.6000000000000001,6
22750,1,1,-1,1,0.8,3
22757,-1,-1,1,-0.33333333333333326,1,6
22778,0.5,1,0.19999999999999996,-0.33333333333333326,0.19999999999999996,5
22782,1,1,-0.6,0.33333333333333337,-0.6,5
22812,1,1,0.6000000000000001,1,0,6
22826,1,1,0,0.33333333333333337,0.8,2
22834,0.5,0.5,-0.6,0.33333333333333337,-0.19999999999999996,6
22841,1,1,0,1,0.6000000000000001,2
22871,-0,0.5,0.19999999999999996,-0.33333333333333326,-0.4,1
22876,-0,-0,-1,0.33333333333333337,0.8,3
22878,0.5,1,-1,-0.33333333333333326,0.3999999999999999,6
22964,-1,1,0,0.33333333333333337,0,2
23081,0.5,0.5,0.3999999999999999,0.33333333333333337,0,5
23170,1,-0.5,-0.4,0.33333333333333337,1,2
23201,1,0.5,-0.19999999999999996,1,0.6000000000000001,2
23303,1,1,0,-0.33333333333333326,-1,2
23334,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,2
23363,0.5,-0.5,0,-0.33333333333333326,0.19999999999999996,2
23365,1,-0.5,0.19999999999999996,-0.33333333333333326,0,5
23429,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,3
23458,0.5,0.5,0.3999999999999999,-0.33333333333333326,-0.4,5
23484,-0,0.5,0,0.33333333333333337,0,2
23518,0.5,0.5,0,-0.33333333333333326,-0.19999999999999996,2
23547,1,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,5
23554,1,0.5,-0.4,1,-0.19999999999999996,2
23637,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,2
23718,1,0.5,0,1,1,2
23726,1,1,-0.19999999999999996,-1,-0.19999999999999996,6
23758,1,0.5,-0.4,1,0.3999999999999999,6
23770,0.5,1,0,0.33333333333333337,-1,6
23783,1,1,0.19999999999999996,1,1,1
23793,1,-0,0,1,-0.8,6
23797,0.5,0.5,0,1,-0.6,5
23807,1,1,-0.6,0.33333333333333337,0.3999999999999999,3
23831,0.5,0.5,-0.19999999999999996,0.33333333333333337,0,1
23848,1,0.5,0,0.33333333333333337,0.19999999999999996,2
23865,1,0.5,-0.4,1,1,2
23878,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,6
23886,1,-1,0,1,0.3999999999999999,6
23914,-0,0.5,0.19999999999999996,0.33333333333333337,-0.8,6
23927,1,0.5,-0.6,1,0.3999999999999999,1
24003,1,0.5,0.19999999999999996,1,0.3999999999999999,6
24026,0.5,1,-0.6,-0.33333333333333326,-0.8,6
24043,1,0.5,-0.6,0.33333333333333337,0.3999999999999999,2
24055,0.5,0.5,-0.19999999999999996,-1,-1,1
24057,1,0.5,-0.19999999999999996,1,0.6000000000000001,2
24059,0.5,0.5,-0.4,1,0.6000000000000001,3
24077,0.5,0.5,-0.19999999999999996,0.33333333333333337,0,2
24131,1,1,-0.4,0.33333333333333337,0.19999999999999996,4
24137,1,1,0,-0.33333333333333326,-0.19999999999999996,2
24184,0.5,0.5,0,-1,0.3999999999999999,3
24185,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,2
24206,1,0.5,0,1,0.19999999999999996,2
24248,1,-0,0.3999999999999999,0.33333333333333337,1,2
24254,0.5,0.5,0.19999999999999996,-0.33333333333333326,0.6000000000000001,6
24270,1,0.5,0.19999999999999996,-0.33333333333333326,0.19999999999999996,1
24277,1,1,-0.4,0.33333333333333337,0.3999999999999999,3
24297,1,0.5,-1,1,0.3999999999999999,3
24319,-0.5,0.5,0,0.33333333333333337,-0.6,1
24368,1,0.5,-0.6,1,0.6000000000000001,1
24480,0.5,0.5,0,-0.33333333333333326,0.19999999999999996,3
24524,-0.5,1,-0.6,0.33333333333333337,0,3
24533,0.5,1,-0.19999999999999996,0.33333333333333337,0.3999999999999999,2
24572,1,0.5,-0.6,0.33333333333333337,1,2
24602,-1,1,-0.4,0.33333333333333337,0,2
24619,1,-0.5,0,-0.33333333333333326,-0.8,6
24639,1,-0,0,-0.33333333333333326,0,5
24658,0.5,1,0,-0.33333333333333326,1,6
24695,1,0.5,-0.19999999999999996,1,0.6000000000000001,2
24717,0.5,0.5,0.19999999999999996,-0.33333333333333326,0.19999999999999996,6
24718,0.5,1,0.19999999999999996,-0.33333333333333326,1,1
24720,0.5,0.5,0.6000000000000001,0.33333333333333337,0.6000000000000001,2
24744,1,0.5,0.6000000000000001,0.33333333333333337,0.6000000000000001,6
24797,0.5,-0.5,0.19999999999999996,0.33333333333333337,0,6
24830,1,1,-0.6,0.33333333333333337,-0.6,1
24840,1,1,-0.8,-0.33333333333333326,-0.6,2
24885,-0.5,0.5,0.8,-1,0.6000000000000001,4
24919,0.5,-0,-0.4,0.33333333333333337,0.19999999999999996,3
24964,1,-0,-1,0.33333333333333337,0,6
24983,1,0.5,-0.6,1,0.6000000000000001,6
25008,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.8,5
25035,1,0.5,-0.6,0.33333333333333337,0.6000000000000001,5
25044,1,1,-0.6,0.33333333333333337,-0.4,3
25059,0.5,0.5,0.19999999999999996,-0.33333333333333326,-0.19999999999999996,2
25077,0.5,1,0,0.33333333333333337,0.8,4
25093,1,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,2
25133,0.5,0.5,-0.6,-0.33333333333333326,-0.19999999999999996,5
25149,1,1,-0.4,1,1,5
25168,1,1,-1,0.33333333333333337,0.19999999999999996,2
25255,1,1,-1,0.33333333333333337,1,3
25293,0.5,-0.5,0,0.33333333333333337,0,4
25296,1,0.5,0,1,0.19999999999999996,2
25303,1,1,0,0.33333333333333337,0.8,3
25332,0.5,-0,0.6000000000000001,-0.33333333333333326,0.6000000000000001,2
25354,1,0.5,0,1,0.6000000000000001,3
25369,1,0.5,-0.19999999999999996,1,0.6000000000000001,5
25386,1,1,0.6000000000000001,-1,0,4
25434,1,-1,0,1,1,5
25481,0.5,0.5,0.3999999999999999,-0.33333333333333326,-1,2
25551,0.5,0.5,-0.6,0.33333333333333337,0.19999999999999996,5
25601,-1,-0,0.3999999999999999,0.33333333333333337,0.19999999999999996,5
25604,-0,0.5,0.3999999999999999,0.33333333333333337,0,2
25629,1,-0,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,2
25630,0.5,0.5,0.3999999999999999,-1,0.6000000000000001,3
25672,1,0.5,-0.19999999999999996,0.33333333333333337,-0.4,6
25678,1,1,0,1,1,3
25717,0.5,0.5,-0.4,-0.33333333333333326,-0.19999999999999996,2
25724,1,0.5,-0.6,0.33333333333333337,-0.4,4
25735,0.5,0.5,-0.6,0.33333333333333337,0.6000000000000001,5
25780,0.5,1,0,-0.33333333333333326,1,6
25856,1,-0.5,-0.19999999999999996,0.33333333333333337,0,6
25887,1,0.5,-0.19999999999999996,1,0,5
25938,1,1,-0.19999999999999996,0.33333333333333337,0.6000000000000001,5
25963,1,1,-0.6,1,1,6
25972,1,1,0.6000000000000001,-0.33333333333333326,-0.8,2
26042,0.5,0.5,0,0.33333333333333337,0,2
26050,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,5
26051,1,-0,0,0.33333333333333337,0,3
26146,0.5,-0.5,0,0.33333333333333337,-0.6,5
26183,0.5,0.5,0,0.33333333333333337,-0.19999999999999996,1
26220,1,1,-0.8,1,0.6000000000000001,6
26272,-0,0.5,0.6000000000000001,0.33333333333333337,-0.19999999999999996,5
26301,-1,-0.5,0.6000000000000001,-0.33333333333333326,1,6
26306,0.5,0.5,-0.4,-0.33333333333333326,0.6000000000000001,5
26359,0.5,0.5,-0.8,-0.33333333333333326,0.19999999999999996,6
26385,-1,-0.5,-0.4,1,0,1
26495,1,1,0,0.33333333333333337,0,1
26505,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,4
26544,1,1,0,-0.33333333333333326,0,1
26576,0.5,0.5,-0.4,1,0.6000000000000001,6
26622,1,0.5,-0.4,0.33333333333333337,0.19999999999999996,2
26653,1,1,-0.6,1,0.8,3
26662,-0,1,-1,-0.33333333333333326,0,3
26663,0.5,1,0,0.33333333333333337,-1,1
26736,1,1,0,0.33333333333333337,0.8,3
26779,1,0.5,0,0.33333333333333337,0.8,6
26780,1,0.5,-0.4,1,1,5
26820,0.5,-0,0.19999999999999996,-0.33333333333333326,0.3999999999999999,2
26831,1,0.5,0,1,0.3999999999999999,3
26837,0.5,1,-0.4,-0.33333333333333326,-0.6,1
26842,0.5,0.5,-0.6,0.33333333333333337,0.3999999999999999,6
26885,1,-0,0.19999999999999996,0.33333333333333337,-0.4,4
26896,1,-0,-0.4,-0.33333333333333326,0.19999999999999996,3
26946,0.5,0.5,0.19999999999999996,0.33333333333333337,0.3999999999999999,2
26968,-0,0.5,0,0.33333333333333337,0.3999999999999999,5
27058,-0.5,1,-0.19999999999999996,0.33333333333333337,0,6
27063,1,0.5,-0.4,1,0.8,2
27178,1,1,-0.8,0.33333333333333337,0.3999999999999999,2
27179,1,0.5,0.3999999999999999,-1,0,2
27223,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,5
27234,1,1,-0.6,0.33333333333333337,0.3999999999999999,3
27273,1,0.5,-0.8,0.33333333333333337,0,5
27275,0.5,1,0.6000000000000001,1,1,2
27297,1,1,-0.4,1,1,1
27325,-0.5,0.5,1,-0.33333333333333326,-0.6,3
27364,-0.5,-0.5,0.3999999999999999,-0.33333333333333326,-0.19999999999999996,1
27414,-0.5,-0,-0.19999999999999996,0.33333333333333337,0.3999999999999999,6
27447,1,1,0,0.33333333333333337,0.19999999999999996,6
27511,1,-0.5,0,-0.33333333333333326,-0.6,1
27537,1,1,-1,0.33333333333333337,0.6000000000000001,6
27569,0.5,1,-0.19999999999999996,0.33333333333333337,0.19999999999999996,1
27602,0.5,-1,0.19999999999999996,-1,-0.6,2
27639,1,-0,-0.19999999999999996,1,0.6000000000000001,2
27653,0.5,0.5,0.19999999999999996,0.33333333333333337,-1,1
27666,1,0.5,-0.4,0.33333333333333337,0.19999999999999996,1
27690,-0.5,0.5,0,-1,0,3
27730,1,0.5,-0.4,0.33333333333333337,0,6
27748,-0,-0.5,0,-1,-0.4,4
27792,0.5,0.5,0,0.33333333333333337,0.8,1
27796,-1,1,1,0.33333333333333337,-1,2
27841,1,0.5,-0.19999999999999996,0.33333333333333337,0,1
27878,1,0.5,-0.19999999999999996,1,0.3999999999999999,1
27937,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,1
27998,1,-0.5,-0.4,0.33333333333333337,1,6
28017,1,0.5,0,-0.33333333333333326,0.6000000000000001,2
28024,1,0.5,-0.4,0.33333333333333337,0,2
28025,0.5,0.5,-0.4,-0.33333333333333326,0,3
28068,1,1,-0.4,-0.33333333333333326,-0.19999999999999996,2
28073,1,-1,0.3999999999999999,-0.33333333333333326,1,6
28087,-0.5,0.5,-0.19999999999999996,0.33333333333333337,0,4
28127,1,-0.5,-0.6,-0.33333333333333326,0.6000000000000001,3
28153,0.5,0.5,0.19999999999999996,-1,-0.19999999999999996,2
28175,1,0.5,-0.19999999999999996,0.33333333333333337,1,2
28208,-0.5,0.5,0.19999999999999996,-0.33333333333333326,-0.19999999999999996,1
28212,0.5,-1,-0.19999999999999996,1,0.19999999999999996,6
28213,1,0.5,0.3999999999999999,-0.33333333333333326,-0.4,6
28219,1,1,-1,1,0.8,5
28229,-0.5,1,0.19999999999999996,-1,0.3999999999999999,5
28237,0.5,0.5,-0.19999999999999996,0.33333333333333337,-1,2
28298,0.5,0.5,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,3
28330,0.5,-0.5,0,0.33333333333333337,0,2
28435,1,1,-0.6,-0.33333333333333326,-0.19999999999999996,5
28555,0.5,0.5,0.3999999999999999,-0.33333333333333326,0.3999999999999999,2
28570,-0.5,-0,0,0.33333333333333337,0.6000000000000001,2
28636,1,0.5,0,1,1,5
28637,1,-1,-0.4,-0.33333333333333326,0.6000000000000001,1
28714,0.5,0.5,-0.6,0.33333333333333337,-0.4,3
28717,-0,-0.5,-0.4,1,0,4
28726,1,0.5,0,0.33333333333333337,0,5
28744,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,6
28851,1,1,0,0.33333333333333337,-1,6
28900,1,0.5,-0.4,0.33333333333333337,1,5
28924,1,0.5,0,-0.33333333333333326,-0.4,1
28929,0.5,0.5,0,0.33333333333333337,-0.4,1
28961,1,1,0.6000000000000001,-0.33333333333333326,0,3
28981,0.5,0.5,0.6000000000000001,-0.33333333333333326,0.19999999999999996,3
28990,0.5,0.5,0.19999999999999996,-0.33333333333333326,0,1
29006,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,3
29008,1,1,-1,0.33333333333333337,0.6000000000000001,2
29073,1,0.5,0.19999999999999996,1,0.8,2
29113,1,1,-0.6,0.33333333333333337,0.19999999999999996,5
29127,1,-0,0,0.33333333333333337,-0.6,1
